City,State,State Code,Is Capital,id,Weather,Temperature,Humidity,Wind Speed
Donahue,Iowa,IA,False,19,Clouds,-8.24,79,2.24
Goose Lake,Iowa,IA,False,19,Clouds,-6.98,68,2.57
Grand Mound,Iowa,IA,False,19,Clouds,-7.95,81,1.09
Le Claire,Iowa,IA,False,19,Clouds,-7.69,73,1.14
Letts,Iowa,IA,False,19,Clouds,-8.68,91,1.54
Long Grove,Iowa,IA,False,19,Clouds,-8.37,79,2.24
Low Moor,Virginia,VA,False,51,Clear,-3.9,52,3.95
Muscatine,Iowa,IA,False,19,Clouds,-8.55,75,1.54
New Liberty,Kentucky,KY,False,21,Clouds,-2.54,47,0.62
Pleasant Valley,New York,NY,False,36,Clouds,-2.73,56,5.66
Teeds Grove,Iowa,IA,False,19,Clouds,-7.19,42,2.52
Welton,Iowa,IA,False,19,Clouds,-7.34,47,1.59
Adell,Wisconsin,WI,False,55,Clear,-11.3,46,7.72
Allenton,Michigan,MI,False,26,Clouds,-8.84,81,7.13
Ashippun,Wisconsin,WI,False,55,Clear,-11.14,53,4.63
Belgium,Wisconsin,WI,False,55,Clouds,-10.73,43,6.15
Campbellsport,Wisconsin,WI,False,55,Clouds,-11.59,60,0.45
Cedarburg,Wisconsin,WI,False,55,Clear,-10.33,51,6.69
Cedar Grove,New Jersey,NJ,False,34,Clouds,-2.86,47,7.2
Clyman,Wisconsin,WI,False,55,Clear,-10.99,53,4.63
Colgate,Wisconsin,WI,False,55,Clear,-10.74,51,5.66
Delafield,Wisconsin,WI,False,55,Clear,-10.81,50,5.66
Elkhart Lake,Wisconsin,WI,False,55,Clear,-11.77,54,7.72
Glenbeulah,Wisconsin,WI,False,55,Clear,-11.76,54,7.72
Horicon,Wisconsin,WI,False,55,Clear,-10.85,49,3.6
Hubertus,Wisconsin,WI,False,55,Clouds,-10.89,53,1.79
Hustisford,Wisconsin,WI,False,55,Clear,-10.96,53,3.6
Iron Ridge,Wisconsin,WI,False,55,Clear,-11.33,54,3.6
Ixonia,Wisconsin,WI,False,55,Clear,-11.09,54,4.63
Johnson Creek,Wisconsin,WI,False,55,Clear,-10.79,68,4.63
Kewaskum,Wisconsin,WI,False,55,Clear,-11.24,52,6.69
Kiel,Wisconsin,WI,False,55,Clear,-11.72,56,6.38
Kohler,Wisconsin,WI,False,55,Clear,-11.17,49,7.72
Lannon,Wisconsin,WI,False,55,Clear,-10.49,50,5.66
Lomira,Wisconsin,WI,False,55,Clouds,-11.62,55,0.45
Menomonee Falls,Wisconsin,WI,False,55,Clear,-10.35,50,5.66
Merton,Wisconsin,WI,False,55,Clear,-10.83,50,5.66
Mount Calvary,Wisconsin,WI,False,55,Clear,-11.58,46,6.02
Nashotah,Wisconsin,WI,False,55,Clear,-10.9,50,5.66
New Holstein,Wisconsin,WI,False,55,Clear,-11.8,67,6.37
North Lake,Wisconsin,WI,False,55,Clear,-10.92,51,5.66
Oakfield,Maine,ME,False,23,Clouds,-15.76,77,4.44
Oconomowoc,Wisconsin,WI,False,55,Clear,-10.94,51,4.63
Okauchee,Wisconsin,WI,False,55,Clear,-10.86,49,5.66
Oostburg,Wisconsin,WI,False,55,Clear,-11.09,44,7.72
Pewaukee,Wisconsin,WI,False,55,Clear,-10.58,49,5.66
Port Washington,New York,NY,False,36,Clouds,-2.01,47,8.75
Random Lake,Wisconsin,WI,False,55,Clouds,-11.12,42,0.89
Rubicon,Wisconsin,WI,False,55,Clouds,-11.45,58,2.24
Saukville,Wisconsin,WI,False,55,Clear,-10.46,49,6.69
Sheboygan,Wisconsin,WI,False,55,Clear,-10.99,47,7.72
Sheboygan Falls,Wisconsin,WI,False,55,Clear,-11.15,49,7.72
Slinger,Wisconsin,WI,False,55,Clear,-11.23,54,6.69
Stockbridge,Massachusetts,MA,False,25,Snow,-3.38,63,6.69
Sussex,New Jersey,NJ,False,34,Clouds,-3.49,54,5.14
West Bend,Iowa,IA,False,19,Clouds,-10.97,62,6.17
Theresa,New York,NY,False,36,Mist,-4.79,88,2.06
Mequon,Wisconsin,WI,False,55,Clear,-9.93,51,4.63
Benet Lake,Wisconsin,WI,False,55,Clear,-9.06,52,3.6
Camp Lake,Wisconsin,WI,False,55,Clear,-9.07,55,3.09
Cudahy,Wisconsin,WI,False,55,Clouds,-9.4,48,0.45
Dousman,Wisconsin,WI,False,55,Clear,-10.58,53,5.66
East Troy,Wisconsin,WI,False,55,Clear,-9.99,58,7.2
Franksville,Wisconsin,WI,False,55,Clear,-9.78,56,3.09
Genesee Depot,Wisconsin,WI,False,55,Clear,-10.46,55,7.2
Genoa City,Wisconsin,WI,False,55,Clouds,-9.16,57,2.24
Greendale,Wisconsin,WI,False,55,Clear,-9.77,48,4.63
Hales Corners,Wisconsin,WI,False,55,Clear,-9.89,48,6.71
Helenville,Wisconsin,WI,False,55,Clear,-10.51,75,4.63
Honey Creek,Iowa,IA,False,19,Snow,-9.98,61,4.63
Kansasville,Wisconsin,WI,False,55,Clear,-9.87,56,4.12
Kenosha,Wisconsin,WI,False,55,Clear,-8.83,47,5.81
Lake Geneva,Florida,FL,False,12,Clouds,3.05,81,2.57
Mukwonago,Wisconsin,WI,False,55,Clear,-10.23,58,7.2
Muskego,Wisconsin,WI,False,55,Clear,-10.15,52,5.66
New Munster,Wisconsin,WI,False,55,Clear,-9.34,56,4.12
North Prairie,Wisconsin,WI,False,55,Clear,-10.48,56,7.2
Pell Lake,Wisconsin,WI,False,55,Clear,-9.35,57,4.12
Pleasant Prairie,Wisconsin,WI,False,55,Clear,-8.95,47,5.81
South Milwaukee,Wisconsin,WI,False,55,Clouds,-9.37,49,0.45
Sturtevant,Wisconsin,WI,False,55,Clear,-9.28,49,5.14
Trevor,Wisconsin,WI,False,55,Clear,-9.02,53,3.09
Union Grove,North Carolina,NC,False,37,Clear,-4.42,67,3.17
Walworth,New York,NY,False,36,Snow,-4.54,72,6.26
Waukesha,Wisconsin,WI,False,55,Clear,-10.36,49,5.66
Williams Bay,Wisconsin,WI,False,55,Clouds,-9.39,57,3.96
Milwaukee,Wisconsin,WI,False,55,Clear,-9.36,47,4.63
Arena,Wisconsin,WI,False,55,Clouds,-10.53,61,4.14
Barneveld,New York,NY,False,36,Snow,-6.14,95,7.72
Black Earth,Wisconsin,WI,False,55,Clouds,-10.43,61,4.02
Blanchardville,Wisconsin,WI,False,55,Clouds,-10.39,33,3.91
Blue Mounds,Wisconsin,WI,False,55,Clouds,-11.67,61,3.13
Brodhead,Kentucky,KY,False,21,Clouds,-4.06,48,0.77
Brooklyn,Connecticut,CT,False,9,Clouds,-1.71,57,2.24
Browntown,Wisconsin,WI,False,55,Clear,-8.57,48,3.09
Dane,Wisconsin,WI,False,55,Clouds,-10.9,57,3.6
Dodgeville,Michigan,MI,False,26,Haze,-11.23,69,11.32
Edmund,Wisconsin,WI,False,55,Clear,-10.55,52,3.6
Footville,Wisconsin,WI,False,55,Clouds,-9.43,51,4.63
Fort Atkinson,Iowa,IA,False,19,Clouds,-11.82,30,4.16
Gotham,Wisconsin,WI,False,55,Clear,-9.99,48,3.6
Gratiot,Ohio,OH,False,39,Clear,-10.91,84,3.73
Juda,Wisconsin,WI,False,55,Clear,-8.61,48,3.09
Lake Mills,Iowa,IA,False,19,Clouds,-11.68,66,4.17
Lone Rock,Iowa,IA,False,19,Clouds,-10.99,62,6.17
Mazomanie,Wisconsin,WI,False,55,Clouds,-10.53,61,4.02
Merrimac,Massachusetts,MA,False,25,Clouds,0.37,93,2.85
Montfort,Wisconsin,WI,False,55,Clear,-10.11,52,3.6
Mount Horeb,Wisconsin,WI,False,55,Clouds,-11.31,61,3.13
Muscoda,Wisconsin,WI,False,55,Clouds,-9.95,33,3.6
New Glarus,Wisconsin,WI,False,55,Clouds,-9.95,60,3.83
Orfordville,Wisconsin,WI,False,55,Clouds,-9.33,50,4.63
Plain,Wisconsin,WI,False,55,Clear,-10.23,48,3.6
Prairie Du Sac,Wisconsin,WI,False,55,Clouds,-10.51,60,4.03
Reeseville,Wisconsin,WI,False,55,Clear,-10.82,57,4.63
Rewey,Wisconsin,WI,False,55,Clear,-9.73,50,4.12
Richland Center,Wisconsin,WI,False,55,Clouds,-10.08,33,3.98
Sauk City,Wisconsin,WI,False,55,Clouds,-10.44,60,4.01
Sextonville,Wisconsin,WI,False,55,Clear,-10.02,48,3.6
Shullsburg,Wisconsin,WI,False,55,Clouds,-9.16,31,3.83
South Wayne,Wisconsin,WI,False,55,Clouds,-9.07,32,3.76
Spring Green,Wisconsin,WI,False,55,Clear,-10.07,48,3.6
Stoughton,Massachusetts,MA,False,25,Clouds,-2.4,61,1.79
Sun Prairie,Wisconsin,WI,False,55,Clouds,-10.84,56,0.89
Waunakee,Wisconsin,WI,False,55,Clouds,-10.61,58,3.13
Woodford,Virginia,VA,False,51,Clear,-4.44,57,2.06
Beetown,Wisconsin,WI,False,55,Clouds,-9.3,31,3.76
Boscobel,Wisconsin,WI,False,55,Clouds,-9.71,33,3.68
Cuba City,Wisconsin,WI,False,55,Clear,-8.99,48,4.12
Dickeyville,Wisconsin,WI,False,55,Clear,-8.53,42,4.12
Fennimore,Wisconsin,WI,False,55,Clouds,-10.37,33,3.81
Hazel Green,Alabama,AL,False,1,Clouds,2.33,66,2.06
Kieler,Wisconsin,WI,False,55,Clear,-8.43,41,4.12
Patch Grove,Wisconsin,WI,False,55,Clear,-9.86,48,2.57
Prairie Du Chien,Wisconsin,WI,False,55,Clear,-8.99,48,2.57
Sinsinawa,Wisconsin,WI,False,55,Clear,-8.78,40,4.63
Stitzer,Wisconsin,WI,False,55,Clouds,-9.96,33,3.8
Wauzeka,Wisconsin,WI,False,55,Clear,-8.95,48,3.09
Woodman,Wisconsin,WI,False,55,Clear,-8.97,48,3.09
Baraboo,Wisconsin,WI,False,55,Clear,-11.61,58,2.57
Beaver Dam,Kentucky,KY,False,21,Clouds,-1.24,64,1.6
Burnett,Wisconsin,WI,False,55,Clear,-10.96,50,2.06
Cazenovia,New York,NY,False,36,Snow,-6.58,78,9.05
Dellwood,Wisconsin,WI,False,55,Clouds,-11.03,28,4.71
Doylestown,Pennsylvania,PA,False,42,Clouds,-3.89,53,6.69
Elroy,Wisconsin,WI,False,55,Clear,-11.1,48,5.14
Endeavor,Pennsylvania,PA,False,42,Snow,-8.44,95,4.64
Fairwater,Wisconsin,WI,False,55,Clouds,-11.15,42,5.42
Friesland,Wisconsin,WI,False,55,Clouds,-11.29,33,4.89
Grand Marsh,Wisconsin,WI,False,55,Clouds,-9.58,28,5.7
Lake Delton,Wisconsin,WI,False,55,Clear,-11.75,54,3.6
La Valle,Wisconsin,WI,False,55,Clear,-12.0,52,3.6
Lime Ridge,Wisconsin,WI,False,55,Clear,-12.53,52,3.6
Loganville,Pennsylvania,PA,False,42,Clear,-5.85,60,5.66
Lyndon Station,Wisconsin,WI,False,55,Clouds,-11.97,25,4.65
Markesan,Wisconsin,WI,False,55,Clouds,-10.77,38,5.13
Mauston,Wisconsin,WI,False,55,Clear,-10.97,48,5.14
New Lisbon,New Jersey,NJ,False,34,Clouds,-3.06,49,5.14
North Freedom,Wisconsin,WI,False,55,Clear,-11.77,54,3.6
Packwaukee,Wisconsin,WI,False,55,Clouds,-11.06,39,5.11
Pardeeville,Wisconsin,WI,False,55,Clouds,-11.14,25,4.56
Poynette,Wisconsin,WI,False,55,Clouds,-10.54,58,4.54
Reedsburg,Wisconsin,WI,False,55,Clear,-12.01,52,3.6
Waupun,Wisconsin,WI,False,55,Clouds,-11.26,40,5.42
Wisconsin Dells,Wisconsin,WI,False,55,Clear,-11.76,51,2.57
Wonewoc,Wisconsin,WI,False,55,Clouds,-11.04,30,4.32
Wyocena,Wisconsin,WI,False,55,Clouds,-10.92,25,4.59
Amery,Wisconsin,WI,False,55,Clouds,-15.13,38,4.16
Beldenville,Wisconsin,WI,False,55,Clouds,-13.95,35,4.24
Dresser,Wisconsin,WI,False,55,Clear,-14.23,44,3.09
East Ellsworth,Wisconsin,WI,False,55,Clear,-13.84,43,1.54
Glenwood City,Wisconsin,WI,False,55,Clouds,-15.29,63,0.45
Hager City,Wisconsin,WI,False,55,Clear,-13.55,54,1.54
New Richmond,West Virginia,WV,False,54,Clear,-6.19,81,3.46
River Falls,Alabama,AL,False,1,Clouds,4.22,72,1.45
Star Prairie,Wisconsin,WI,False,55,Clear,-14.87,52,3.09
Houlton,Maine,ME,False,23,Clear,-15.6,78,2.06
Abrams,Wisconsin,WI,False,55,Clear,-13.12,52,4.12
Amberg,Wisconsin,WI,False,55,Clear,-10.44,60,4.71
Armstrong Creek,Wisconsin,WI,False,55,Clear,-12.71,71,5.42
Athelstane,Wisconsin,WI,False,55,Clear,-10.68,59,4.82
Black Creek,New York,NY,False,36,Snow,-8.91,92,0.0
Bonduel,Wisconsin,WI,False,55,Clear,-11.27,31,2.57
Brillion,Wisconsin,WI,False,55,Clear,-12.17,62,6.12
Combined Locks,Wisconsin,WI,False,55,Clear,-11.99,55,4.63
Crivitz,Wisconsin,WI,False,55,Clear,-10.2,51,5.07
De Pere,Wisconsin,WI,False,55,Clear,-11.74,54,5.14
Fence,Wisconsin,WI,False,55,Clear,-14.8,71,5.41
Forest Junction,Wisconsin,WI,False,55,Clear,-12.21,60,2.24
Hilbert,Wisconsin,WI,False,55,Clear,-12.19,63,2.24
Kaukauna,Wisconsin,WI,False,55,Clear,-11.89,56,4.63
Keshena,Wisconsin,WI,False,55,Clear,-11.05,31,2.57
Krakow,Wisconsin,WI,False,55,Clear,-11.76,45,4.59
Little Chute,Wisconsin,WI,False,55,Clear,-12.05,55,4.63
Little Suamico,Wisconsin,WI,False,55,Clear,-11.5,54,5.01
Marinette,Wisconsin,WI,False,55,Clear,-11.95,56,4.12
Neopit,Wisconsin,WI,False,55,Clear,-15.08,52,4.23
Nichols,New York,NY,False,36,Clouds,-4.68,70,6.42
Oconto Falls,Wisconsin,WI,False,55,Clear,-13.27,52,4.12
Pembine,Wisconsin,WI,False,55,Clear,-12.81,68,5.01
Peshtigo,Wisconsin,WI,False,55,Clear,-11.99,56,4.12
Porterfield,Wisconsin,WI,False,55,Clear,-12.09,56,4.12
Pound,Virginia,VA,False,51,Clear,-5.11,60,2.06
Shawano,Wisconsin,WI,False,55,Clear,-11.2,31,2.57
Shiocton,Wisconsin,WI,False,55,Clear,-12.37,56,5.02
Sobieski,Wisconsin,WI,False,55,Clear,-11.67,54,4.95
Suamico,Wisconsin,WI,False,55,Clear,-11.5,50,5.14
Suring,Wisconsin,WI,False,55,Clear,-12.66,50,5.36
Wausaukee,Wisconsin,WI,False,55,Clear,-10.27,56,4.84
Wrightstown,New Jersey,NJ,False,34,Clouds,-3.15,49,5.14
Zachow,Wisconsin,WI,False,55,Clear,-11.31,31,2.57
Algoma,Mississippi,MS,False,28,Clouds,8.81,59,3.5
Baileys Harbor,Wisconsin,WI,False,55,Clear,-11.71,56,4.63
Casco,Maine,ME,False,23,Clouds,-9.29,66,3.09
Denmark,Maine,ME,False,23,Clouds,-7.77,61,5.14
Egg Harbor,Wisconsin,WI,False,55,Clear,-11.77,56,4.63
Ellison Bay,Wisconsin,WI,False,55,Clear,-11.76,56,5.14
Fish Creek,Wisconsin,WI,False,55,Clear,-11.71,56,4.63
Francis Creek,Wisconsin,WI,False,55,Clear,-11.57,58,7.72
Kellnersville,Wisconsin,WI,False,55,Clear,-11.89,59,7.72
Kewaunee,Wisconsin,WI,False,55,Clear,-11.67,45,5.98
Luxemburg,Iowa,IA,False,19,Clouds,-9.24,31,3.92
Manitowoc,Wisconsin,WI,False,55,Clear,-11.19,57,7.72
Maplewood,New Jersey,NJ,False,34,Clouds,-2.68,47,7.72
Maribel,Wisconsin,WI,False,55,Clear,-12.1,60,7.72
Mishicot,Wisconsin,WI,False,55,Clear,-11.29,59,7.72
New Franken,Wisconsin,WI,False,55,Clear,-11.96,52,5.32
Reedsville,Pennsylvania,PA,False,42,Clouds,-5.93,71,4.63
Saint Nazianz,Wisconsin,WI,False,55,Clear,-11.74,55,6.28
Sister Bay,Wisconsin,WI,False,55,Clear,-11.79,56,4.63
Sturgeon Bay,Wisconsin,WI,False,55,Clear,-11.8,56,6.69
Tisch Mills,Wisconsin,WI,False,55,Clear,-11.46,60,5.96
Valders,Wisconsin,WI,False,55,Clear,-11.77,55,7.72
Washington Island,Wisconsin,WI,False,55,Clouds,-10.95,73,5.14
Whitelaw,Wisconsin,WI,False,55,Clear,-11.86,58,7.72
Green Bay,Virginia,VA,False,51,Clear,-1.87,41,0.45
Wausau,Florida,FL,False,12,Clear,7.18,71,2.58
Abbotsford,Wisconsin,WI,False,55,Clear,-15.62,66,3.09
Amherst Junction,Wisconsin,WI,False,55,Clear,-13.6,51,2.06
Aniwa,Wisconsin,WI,False,55,Clear,-14.81,49,4.63
Antigo,Wisconsin,WI,False,55,Clear,-15.94,51,4.63
Arpin,Wisconsin,WI,False,55,Clear,-14.05,54,6.17
Auburndale,Massachusetts,MA,False,25,Clouds,-1.7,60,4.12
Babcock,Wisconsin,WI,False,55,Clouds,-14.18,42,5.24
Birnamwood,Wisconsin,WI,False,55,Clear,-14.54,49,0.89
Blenker,Wisconsin,WI,False,55,Clouds,-14.72,58,4.14
Bowler,Wisconsin,WI,False,55,Clear,-14.14,49,4.9
Brokaw,Wisconsin,WI,False,55,Clear,-14.75,47,5.14
Chili,Wisconsin,WI,False,55,Clear,-12.95,47,6.17
Curtiss,Wisconsin,WI,False,55,Clear,-15.55,66,3.09
Deerbrook,Wisconsin,WI,False,55,Clear,-16.02,51,4.63
Eland,Wisconsin,WI,False,55,Clear,-14.45,49,0.89
Elcho,Wisconsin,WI,False,55,Clear,-16.51,59,4.59
Elderon,Wisconsin,WI,False,55,Clear,-14.36,49,0.89
Galloway,West Virginia,WV,False,54,Clear,-10.11,75,1.54
Jump River,Wisconsin,WI,False,55,Clear,-16.59,61,3.18
Gleason,Tennessee,TN,False,47,Clouds,3.11,53,3.09
Granton,Wisconsin,WI,False,55,Clouds,-14.34,52,4.67
Hatley,Wisconsin,WI,False,55,Clear,-14.54,49,5.06
Irma,Wisconsin,WI,False,55,Clear,-16.43,46,3.09
Lublin,Wisconsin,WI,False,55,Clear,-16.81,61,3.76
Milladore,Wisconsin,WI,False,55,Clouds,-14.73,55,4.26
Mosinee,Wisconsin,WI,False,55,Clear,-14.9,52,6.17
Neillsville,Wisconsin,WI,False,55,Clouds,-14.17,52,2.68
Nekoosa,Wisconsin,WI,False,55,Clear,-13.87,51,3.6
Nelsonville,Ohio,OH,False,39,Clouds,-11.85,72,2.95
Owen,Wisconsin,WI,False,55,Clouds,-15.3,66,4.29
Pearson,Georgia,GA,False,13,Clear,3.09,75,0.0
Pelican Lake,Wisconsin,WI,False,55,Clear,-16.47,59,4.61
Phlox,Wisconsin,WI,False,55,Clear,-15.55,51,4.63
Pickerel,Wisconsin,WI,False,55,Clear,-16.42,58,4.99
Pittsville,Maryland,MD,False,24,Clear,-3.79,47,6.7
Plover,Iowa,IA,False,19,Clouds,-11.06,67,4.33
Port Edwards,Wisconsin,WI,False,55,Clear,-13.98,53,3.6
Rib Lake,Wisconsin,WI,False,55,Clear,-16.73,55,4.26
Ringle,Wisconsin,WI,False,55,Clear,-14.73,45,5.14
Rothschild,Wisconsin,WI,False,55,Clear,-14.61,48,6.17
Rudolph,Ohio,OH,False,39,Clouds,-9.51,74,5.09
Schofield,Wisconsin,WI,False,55,Clear,-14.51,47,6.17
Stetsonville,Wisconsin,WI,False,55,Clear,-16.0,50,3.09
Stevens Point,Wisconsin,WI,False,55,Clear,-13.21,49,4.02
Summit Lake,Wisconsin,WI,False,55,Clear,-16.71,59,2.24
Tigerton,Wisconsin,WI,False,55,Clear,-14.02,49,5.05
Tomahawk,Kentucky,KY,False,21,Clear,-2.72,50,1.54
Vesper,Wisconsin,WI,False,55,Clear,-14.4,57,3.6
Wisconsin Rapids,Wisconsin,WI,False,55,Clear,-14.06,54,3.6
Withee,Wisconsin,WI,False,55,Clouds,-15.37,67,4.28
Wittenberg,Wisconsin,WI,False,55,Clear,-14.3,49,0.89
Rhinelander,Wisconsin,WI,False,55,Clear,-16.91,51,4.12
Argonne,Wisconsin,WI,False,55,Clouds,-16.61,58,4.92
Boulder Junction,Wisconsin,WI,False,55,Clear,-17.77,64,2.57
Brantwood,Wisconsin,WI,False,55,Clear,-16.72,73,3.88
Butternut,Wisconsin,WI,False,55,Clear,-17.75,77,3.78
Catawba,Virginia,VA,False,51,Clear,-3.53,52,2.2
Clam Lake,Wisconsin,WI,False,55,Clear,-17.2,61,3.13
Conover,North Carolina,NC,False,37,Clear,-1.58,55,1.8
Crandon,Wisconsin,WI,False,55,Clear,-16.59,58,0.45
Fifield,Wisconsin,WI,False,55,Clear,-16.98,46,2.57
Gile,Wisconsin,WI,False,55,Clear,-17.53,66,4.12
Harshaw,Wisconsin,WI,False,55,Clear,-16.51,49,4.12
Hazelhurst,Wisconsin,WI,False,55,Clear,-16.94,55,2.57
Heafford Junction,Wisconsin,WI,False,55,Clear,-16.07,43,3.92
Iron Belt,Wisconsin,WI,False,55,Clouds,-17.67,78,4.12
Kennan,Wisconsin,WI,False,55,Clear,-17.07,75,3.48
Lac Du Flambeau,Wisconsin,WI,False,55,Clear,-17.35,57,2.57
Lake Tomahawk,Wisconsin,WI,False,55,Clear,-17.03,55,2.57
Land O Lakes,Florida,FL,False,12,Clear,9.15,82,3.09
Laona,Wisconsin,WI,False,55,Clear,-16.53,58,5.28
Manitowish Waters,Wisconsin,WI,False,55,Clear,-17.77,64,2.57
Mellen,Wisconsin,WI,False,55,Clear,-17.27,63,3.62
Minocqua,Wisconsin,WI,False,55,Clear,-16.96,55,2.57
Park Falls,Wisconsin,WI,False,55,Clear,-17.01,75,3.51
Phelps,New York,NY,False,36,Snow,-4.76,71,9.13
Prentice,Wisconsin,WI,False,55,Clear,-16.7,55,3.62
Presque Isle,Maine,ME,False,23,Clouds,-14.94,81,2.57
Saint Germain,Wisconsin,WI,False,55,Clear,-16.97,55,3.6
Saxon,West Virginia,WV,False,54,Clear,-6.97,67,3.38
Sayner,Wisconsin,WI,False,55,Clear,-17.09,55,2.57
Star Lake,New York,NY,False,36,Snow,-6.4,85,5.16
Three Lakes,Wisconsin,WI,False,55,Clear,-17.0,55,3.6
Tony,Wisconsin,WI,False,55,Clear,-15.99,47,5.14
Tripoli,Iowa,IA,False,19,Clouds,-9.55,29,4.24
Upson,Wisconsin,WI,False,55,Clear,-17.72,77,3.9
Wabeno,Wisconsin,WI,False,55,Clear,-16.51,58,5.38
Alma Center,Wisconsin,WI,False,55,Clouds,-13.3,34,4.12
Arkdale,Wisconsin,WI,False,55,Clouds,-11.08,30,4.99
Black River Falls,Wisconsin,WI,False,55,Clear,-12.9,47,3.6
Camp Douglas,Wisconsin,WI,False,55,Clear,-13.11,52,5.14
Cashton,Wisconsin,WI,False,55,Clouds,-12.94,48,4.67
Cataract,Wisconsin,WI,False,55,Clear,-12.36,50,3.6
Chaseburg,Wisconsin,WI,False,55,Clear,-11.07,57,4.12
Cochrane,Wisconsin,WI,False,55,Clear,-12.29,52,3.6
Coon Valley,Wisconsin,WI,False,55,Clear,-11.12,55,4.12
Eastman,Georgia,GA,False,13,Clear,-0.1,93,0.0
Ettrick,Wisconsin,WI,False,55,Clouds,-12.33,33,3.87
Ferryville,Wisconsin,WI,False,55,Clouds,-10.0,52,4.13
Fountain City,Indiana,IN,False,18,Clouds,-10.4,80,3.35
Galesville,Maryland,MD,False,24,Clear,-3.62,52,6.69
Gays Mills,Wisconsin,WI,False,55,Clouds,-9.6,43,4.02
Hixton,Wisconsin,WI,False,55,Clear,-13.19,47,3.6
Holmen,Wisconsin,WI,False,55,Clear,-11.97,55,5.66
Hustler,Wisconsin,WI,False,55,Clear,-13.05,52,5.14
La Farge,Wisconsin,WI,False,55,Clouds,-11.94,60,2.24
Lynxville,Wisconsin,WI,False,55,Clouds,-9.68,43,0.45
Millston,Wisconsin,WI,False,55,Clear,-13.17,47,3.6
Mindoro,Wisconsin,WI,False,55,Clouds,-11.76,57,3.62
Necedah,Wisconsin,WI,False,55,Clear,-13.08,52,4.12
Readstown,Wisconsin,WI,False,55,Clear,-11.95,65,4.12
Soldiers Grove,Wisconsin,WI,False,55,Clouds,-11.72,65,4.22
Steuben,Maine,ME,False,23,Clouds,-9.46,53,5.51
Stoddard,New Hampshire,NH,False,33,Clouds,-5.7,72,4.89
Tomah,Wisconsin,WI,False,55,Clear,-12.27,52,0.0
Trempealeau,Wisconsin,WI,False,55,Clouds,-11.93,55,1.79
Tunnel City,Wisconsin,WI,False,55,Clear,-12.49,52,0.0
Viroqua,Wisconsin,WI,False,55,Clear,-12.35,59,4.12
Warrens,Wisconsin,WI,False,55,Clouds,-12.38,26,4.73
Eau Claire,Pennsylvania,PA,False,42,Snow,-8.77,77,5.41
Arkansaw,Wisconsin,WI,False,55,Clouds,-13.89,34,3.94
Bloomer,Wisconsin,WI,False,55,Clouds,-14.17,50,4.34
Boyceville,Wisconsin,WI,False,55,Clouds,-15.27,62,3.93
Cadott,Wisconsin,WI,False,55,Clouds,-14.32,42,4.57
Chetek,Wisconsin,WI,False,55,Clear,-14.18,41,2.06
Chippewa Falls,Wisconsin,WI,False,55,Clear,-13.78,48,4.63
Conrath,Wisconsin,WI,False,55,Clear,-15.82,47,5.14
Eau Galle,Wisconsin,WI,False,55,Clouds,-12.75,33,3.99
Eleva,Wisconsin,WI,False,55,Clouds,-13.12,48,3.73
Elk Mound,Wisconsin,WI,False,55,Clear,-13.63,48,6.17
Fairchild,Wisconsin,WI,False,55,Clouds,-14.23,35,4.41
Gilmanton,New Hampshire,NH,False,33,Clouds,-9.02,75,3.09
Holcombe,Wisconsin,WI,False,55,Clear,-14.47,69,3.4
Humbird,Wisconsin,WI,False,55,Clouds,-14.13,35,4.36
Jim Falls,Wisconsin,WI,False,55,Clouds,-14.28,49,1.79
Knapp,Wisconsin,WI,False,55,Clear,-13.63,53,6.17
Maiden Rock,Wisconsin,WI,False,55,Clear,-13.42,51,1.54
Menomonie,Wisconsin,WI,False,55,Clear,-13.0,47,6.17
Merrillan,Wisconsin,WI,False,55,Clouds,-13.18,34,4.24
Mondovi,Wisconsin,WI,False,55,Clouds,-13.07,32,3.98
Pepin,Wisconsin,WI,False,55,Clouds,-11.51,35,3.8
Pigeon Falls,Wisconsin,WI,False,55,Clouds,-11.76,33,4.05
Plum City,Wisconsin,WI,False,55,Clouds,-13.5,35,3.95
Prairie Farm,Wisconsin,WI,False,55,Clouds,-15.4,58,3.58
Ridgeland,South Carolina,SC,False,45,Clear,0.97,47,1.55
Sand Creek,Michigan,MI,False,26,Clear,-8.01,74,3.09
Strum,Wisconsin,WI,False,55,Clouds,-12.79,33,3.79
Spooner,Wisconsin,WI,False,55,Clear,-17.03,81,2.96
Balsam Lake,Wisconsin,WI,False,55,Clouds,-14.51,39,4.33
Barron,Wisconsin,WI,False,55,Clear,-14.83,37,4.63
Barronett,Wisconsin,WI,False,55,Clear,-14.27,36,4.63
Benoit,Mississippi,MS,False,28,Clouds,8.97,53,4.63
Birchwood,Tennessee,TN,False,47,Clouds,1.44,51,3.09
Brill,Wisconsin,WI,False,55,Clear,-15.2,67,4.34
Cable,Ohio,OH,False,39,Clouds,-10.65,84,4.49
Centuria,Wisconsin,WI,False,55,Clear,-14.67,40,3.09
Cornucopia,Wisconsin,WI,False,55,Clear,-14.18,58,7.01
Couderay,Wisconsin,WI,False,55,Clear,-16.19,71,3.71
Cumberland,Rhode Island,RI,False,44,Clouds,-2.34,63,5.14
Edgewater,New Jersey,NJ,False,34,Clouds,-1.79,45,8.23
Exeland,Wisconsin,WI,False,55,Clear,-15.93,69,3.86
